  1.114463 -0.016490 -0.022351  0.139829
  1.121799 -0.015462 -0.021706  0.140749
  1.129135 -0.014368 -0.021015  0.141669
  1.136472 -0.013210 -0.020277  0.142589
  1.143810 -0.011985 -0.019492  0.143509
  1.151148 -0.010695 -0.018659  0.144429
  1.158488 -0.009339 -0.017780  0.145349
  1.165829 -0.007916 -0.016854  0.146269
  1.173173 -0.006428 -0.015882  0.147189
  1.180518 -0.004875 -0.014864  0.148109
  1.187867 -0.003257 -0.013802  0.149029
  1.195218 -0.001575 -0.012696  0.149949
  1.202573  0.000169 -0.011547  0.150868
  1.209931  0.001975 -0.010358  0.151788
  1.217294  0.003841 -0.009129  0.152708
  1.224662  0.005765 -0.007861  0.153628
  1.232036  0.007746 -0.006558  0.154548
  1.239416  0.009781 -0.005220  0.155468
  1.246802  0.011870 -0.003850  0.156388
  1.254196  0.014008 -0.002450  0.157308
  1.261597  0.016194 -0.001023  0.158228
  1.269007  0.018425  0.000430  0.159148
  1.276427  0.020699  0.001905  0.160068
  1.283856  0.023013  0.003399  0.160988
  1.291297  0.025363  0.004910  0.161908
  1.298748  0.027747  0.006436  0.162828
  1.306212  0.030161  0.007972  0.163747
  1.313689  0.032604  0.009517  0.164667
  1.321180  0.035070  0.011068  0.165587
  1.328685  0.037559  0.012620  0.166507
  1.336206  0.040065  0.014172  0.167427
  1.343742  0.042587  0.015721  0.168347
  1.351296  0.045121  0.017263  0.169267
  1.358867  0.047665  0.018797  0.170187
  1.366456  0.050216  0.020319  0.171107
  1.374064  0.052771  0.021827  0.172027
  1.381692  0.055327  0.023319  0.172947
  1.389340  0.057883  0.024793  0.173867
  1.397008  0.060437  0.026246  0.174787
  1.404698  0.062986  0.027677  0.175707
  1.412410  0.065529  0.029085  0.176626
  1.420144  0.068065  0.030468  0.177546
  1.427901  0.070593  0.031825  0.178466
  1.435681  0.073111  0.033156  0.179386
  1.443484  0.075621  0.034460  0.180306
  1.451310  0.078120  0.035736  0.181226
  1.459160  0.080611  0.036986  0.182146
  1.467033  0.083092  0.038209  0.183066
  1.474930  0.085566  0.039407  0.183986
  1.482849  0.088032  0.040580  0.184906
  1.490792  0.090494  0.041731  0.185826
  1.498757  0.092952  0.042859  0.186746
  1.506745  0.095408  0.043969  0.187666
  1.514754  0.097865  0.045061  0.188586
  1.522784  0.100326  0.046138  0.189505
  1.530834  0.102794  0.047204  0.190425
  1.538904  0.105271  0.048261  0.191345
  1.546992  0.107761  0.049312  0.192265
  1.555097  0.110267  0.050361  0.193185
  1.563219  0.112794  0.051411  0.194105
  1.571356  0.115344  0.052466  0.195025
  1.579506  0.117921  0.053529  0.195945
  1.587669  0.120530  0.054605  0.196865
  1.595842  0.123173  0.055695  0.197785
  1.604025  0.125855  0.056805  0.198705
  1.612216  0.128578  0.057938  0.199625
  1.620413  0.131347  0.059097  0.200545
  1.628614  0.134164  0.060284  0.201465
  1.636818  0.137033  0.061504  0.202385
  1.645023  0.139955  0.062757  0.203304
  1.653227  0.142933  0.064048  0.204224
  1.661428  0.145969  0.065376  0.205144
  1.669626  0.149063  0.066745  0.206064
  1.677816  0.152217  0.068154  0.206984
  1.685999  0.155431  0.069604  0.207904
  1.694173  0.158705  0.071095  0.208824
  1.702335  0.162037  0.072625  0.209744
  1.710484  0.165426  0.074195  0.210664
  1.718618  0.168871  0.075801  0.211584
  1.726736  0.172367  0.077442  0.212504
  1.734837  0.175913  0.079113  0.213424
  1.742919  0.179503  0.080812  0.214344
  1.750980  0.183133  0.082532  0.215264
  1.759020  0.186797  0.084270  0.216183
  1.767037  0.190490  0.086020  0.217103
  1.775031  0.194205  0.087775  0.218023
  1.783000  0.197935  0.089527  0.218943
  1.790943  0.201671  0.091271  0.219863
  1.798860  0.205406  0.092996  0.220783
  1.806750  0.209132  0.094696  0.221703
  1.814612  0.212838  0.096362  0.222623
  1.822446  0.216517  0.097984  0.223543
  1.830251  0.220158  0.099553  0.224463
  1.838027  0.223753  0.101060  0.225383
  1.845774  0.227291  0.102495  0.226303
  1.853491  0.230762  0.103849  0.227223
  1.861177  0.234159  0.105113  0.228143
  1.868832  0.237470  0.106277  0.229062
  1.876457  0.240688  0.107332  0.229982
  1.884050  0.243804  0.108272  0.230902
  1.891611  0.246810  0.109086  0.231822
  1.899140  0.249699  0.109770  0.232742
  1.906635  0.252464  0.110315  0.233662
  1.914097  0.255100  0.110717  0.234582
  1.921524  0.257601  0.110970  0.235502
  1.928915  0.259964  0.111071  0.236422
  1.936269  0.262187  0.111017  0.237342
  1.943586  0.264266  0.110807  0.238262
  1.950862  0.266202  0.110440  0.239182
  1.958097  0.267995  0.109918  0.240102
  1.965289  0.269647  0.109241  0.241022
  1.972435  0.271162  0.108415  0.241941
  1.979533  0.272543  0.107443  0.242861
  1.986579  0.273796  0.106332  0.243781
  1.993572  0.274929  0.105089  0.244701
  2.000508  0.275949  0.103723  0.245621
  2.007383  0.276866  0.102245  0.246541
  2.014194  0.277690  0.100665  0.247461
  2.020935  0.278433  0.098995  0.248381
  2.027604  0.279107  0.097250  0.249301
  2.034195  0.279726  0.095443  0.250221
  2.040703  0.280304  0.093591  0.251141
  2.047123  0.280856  0.091708  0.252061
  2.053449  0.281396  0.089811  0.252981
  2.059677  0.281941  0.087918  0.253901
  2.065799  0.282507  0.086045  0.254820
  2.071811  0.283108  0.084211  0.255740
  2.077705  0.283762  0.082431  0.256660
  2.083476  0.284483  0.080724  0.257580
  2.089117  0.285286  0.079105  0.258500
  2.094622  0.286185  0.077592  0.259420
  2.099984  0.287195  0.076198  0.260340
  2.105197  0.288326  0.074939  0.261260
  2.110253  0.289592  0.073828  0.262180
  2.115147  0.291000  0.072876  0.263100
  2.119873  0.292561  0.072093  0.264020
  2.124423  0.294280  0.071489  0.264940
  2.128791  0.296163  0.071071  0.265860
  2.132972  0.298212  0.070842  0.266780
  2.136960  0.300429  0.070807  0.267700
  2.140749  0.302814  0.070966  0.268619
  2.144333  0.305363  0.071319  0.269539
  2.147708  0.308071  0.071862  0.270459
  2.150869  0.310931  0.072589  0.271379
  2.153811  0.313934  0.073493  0.272299
  2.156529  0.317068  0.074564  0.273219
  2.159019  0.320321  0.075790  0.274139
  2.161279  0.323676  0.077157  0.275059
  2.163304  0.327116  0.078649  0.275979
  2.165090  0.330623  0.080248  0.276899
  2.166636  0.334175  0.081935  0.277819
  2.167938  0.337752  0.083688  0.278739
  2.168994  0.341329  0.085485  0.279659
  2.169802  0.344883  0.087303  0.280579
  2.170359  0.348389  0.089118  0.281498
  2.170664  0.351820  0.090904  0.282418
  2.170716  0.355150  0.092635  0.283338
  2.170512  0.358355  0.094286  0.284258
  2.170052  0.361406  0.095832  0.285178
  2.169333  0.364280  0.097247  0.286098
  2.168355  0.366951  0.098506  0.287018
  2.167117  0.369394  0.099585  0.287938
  2.165617  0.371587  0.100462  0.288858
  2.163855  0.373509  0.101116  0.289778
  2.161828  0.375139  0.101526  0.290698
  2.159536  0.376459  0.101675  0.291618
  2.156977  0.377453  0.101546  0.292538
  2.154149  0.378108  0.101127  0.293458
  2.151052  0.378411  0.100406  0.294377
  2.147682  0.378353  0.099374  0.295297
  2.144040  0.377928  0.098025  0.296217
  2.140121  0.377132  0.096356  0.297137
  2.135925  0.375965  0.094367  0.298057
  2.131449  0.374427  0.092060  0.298977
  2.126691  0.372523  0.089441  0.299897
  2.121648  0.370261  0.086517  0.300817
  2.116317  0.367651  0.083301  0.301737
  2.110695  0.364705  0.079805  0.302657
  2.104781  0.361438  0.076046  0.303577
  2.098570  0.357868  0.072043  0.304497
  2.092060  0.354015  0.067818  0.305417
  2.085247  0.349899  0.063393  0.306337
  2.078130  0.345546  0.058795  0.307256
  2.070704  0.340981  0.054050  0.308176
  2.062967  0.336228  0.049187  0.309096
  2.054916  0.331318  0.044235  0.310016
  2.046548  0.326277  0.039225  0.310936
  2.037861  0.321136  0.034188  0.311856
  2.028852  0.315922  0.029157  0.312776
  2.019519  0.310667  0.024161  0.313696
  2.009860  0.305398  0.019232  0.314616
  1.999872  0.300144  0.014402  0.315536
  1.989555  0.294932  0.009698  0.316456
  1.978908  0.289789  0.005150  0.317376
  1.967928  0.284739  0.000785  0.318296
  1.956616  0.279806 -0.003372  0.319216
  1.944971  0.275011 -0.007300  0.320135
  1.932992  0.270372 -0.010975  0.321055
  1.920682  0.265907 -0.014381  0.321975
  1.908039  0.261630 -0.017501  0.322895
  1.895064  0.257552 -0.020322  0.323815
  1.881760  0.253682 -0.022835  0.324735
  1.868128  0.250027 -0.025031  0.325655
  1.854169  0.246590 -0.026908  0.326575
  1.839886  0.243370 -0.028463  0.327495
  1.825282  0.240366 -0.029699  0.328415
  1.810358  0.237572 -0.030621  0.329335
  1.795118  0.234981 -0.031236  0.330255
  1.779565  0.232581 -0.031556  0.331175
  1.763703  0.230359 -0.031593  0.332095
  1.747536  0.228300 -0.031364  0.333015
  1.731066  0.226387 -0.030887  0.333934
  1.714299  0.224599 -0.030182  0.334854
  1.697238  0.222915 -0.029271  0.335774
  1.679887  0.221312 -0.028179  0.336694
  1.662251  0.219767 -0.026930  0.337614
  1.644335  0.218254 -0.025552  0.338534
  1.626143  0.216747 -0.024070  0.339454
  1.607679  0.215221 -0.022514  0.340374
  1.588949  0.213649 -0.020911  0.341294
  1.569958  0.212006 -0.019288  0.342214
  1.550710  0.210266 -0.017673  0.343134
  1.531211  0.208404 -0.016093  0.344054
  1.511467  0.206396 -0.014573  0.344974
  1.491481  0.204221 -0.013138  0.345894
  1.471261  0.201858 -0.011811  0.346813
  1.450812  0.199286 -0.010613  0.347733
  1.430140  0.196491 -0.009564  0.348653
  1.409250  0.193456 -0.008679  0.349573
  1.388150  0.190169 -0.007975  0.350493
  1.366847  0.186621 -0.007464  0.351413
  1.345346  0.182803 -0.007155  0.352333
  1.323656  0.178711 -0.007055  0.353253
  1.301784  0.174343 -0.007169  0.354173
  1.279737  0.169700 -0.007498  0.355093
  1.257525  0.164786 -0.008042  0.356013
  1.235156  0.159605 -0.008796  0.356933
  1.212639  0.154168 -0.009753  0.357853
  1.189984  0.148486 -0.010906  0.358773
  1.167200  0.142572 -0.012241  0.359692
  1.144297  0.136443 -0.013747  0.360612
  1.121287  0.130116 -0.015406  0.361532
  1.098181  0.123612 -0.017201  0.362452
  1.074989  0.116953 -0.019113  0.363372
  1.051724  0.110161 -0.021121  0.364292
  1.028397  0.103262 -0.023203  0.365212
  1.005022  0.096279 -0.025336  0.366132
  0.981610  0.089240 -0.027497  0.367052
  0.958175  0.082170 -0.029662  0.367972
  0.934730  0.075095 -0.031807  0.368892
  0.911287  0.068042 -0.033909  0.369812
  0.887860  0.061035 -0.035945  0.370732
  0.864462  0.054099 -0.037894  0.371652
  0.841105  0.047258 -0.039734  0.372571
  0.817804  0.040534 -0.041446  0.373491
  0.794570  0.033945 -0.043012  0.374411
  0.771416  0.027512 -0.044418  0.375331
  0.748355  0.021249 -0.045649  0.376251
  0.725398  0.015172 -0.046694  0.377171
  0.702555  0.009291 -0.047544  0.378091
  0.679840  0.003614 -0.048194  0.379011
  0.657260 -0.001850 -0.048639  0.379931
  0.634827 -0.007101 -0.048880  0.380851
  0.612550 -0.012136 -0.048919  0.381771
  0.590436 -0.016958 -0.048760  0.382691
  0.568494 -0.021573 -0.048410  0.383611
  0.546730 -0.025986 -0.047882  0.384531
  0.525152 -0.030210 -0.047186  0.385450
  0.503764 -0.034256 -0.046340  0.386370
  0.482573 -0.038138 -0.045359  0.387290
  0.461582 -0.041875 -0.044264  0.388210
  0.440795 -0.045484 -0.043076  0.389130
  0.420215 -0.048984 -0.041817  0.390050
  0.399845 -0.052399 -0.040512  0.390970
  0.379687 -0.055748 -0.039184  0.391890
  0.359742 -0.059055 -0.037861  0.392810
  0.340013 -0.062343 -0.036566  0.393730
  0.320499 -0.065635 -0.035326  0.394650
  0.301202 -0.068952 -0.034165  0.395570
  0.282122 -0.072316 -0.033108  0.396490
  0.263260 -0.075747 -0.032177  0.397410
  0.244616 -0.079264 -0.031395  0.398330
  0.226191 -0.082884 -0.030781  0.399249
  0.207985 -0.086623 -0.030352  0.400169
  0.189999 -0.090491 -0.030125  0.401089
  0.172235 -0.094501 -0.030111  0.402009
  0.154693 -0.098658 -0.030322  0.402929
  0.137376 -0.102967 -0.030763  0.403849
  0.120286 -0.107429 -0.031439  0.404769
  0.103424 -0.112043 -0.032351  0.405689
  0.086795 -0.116803 -0.033496  0.406609
  0.070402 -0.121701 -0.034869  0.407529
  0.054248 -0.126725 -0.036461  0.408449
  0.038338 -0.131860 -0.038259  0.409369
  0.022678 -0.137090 -0.040249  0.410289
  0.007271 -0.142394 -0.042412  0.411209
 -0.007877 -0.147748 -0.044729  0.412128
 -0.022760 -0.153129 -0.047176  0.413048
 -0.037371 -0.158508 -0.049728  0.413968
 -0.051706 -0.163857 -0.052359  0.414888
 -0.065759 -0.169147 -0.055039  0.415808
 -0.079522 -0.174346 -0.057740  0.416728
 -0.092992 -0.179422 -0.060431  0.417648
 -0.106162 -0.184345 -0.063083  0.418568
 -0.119027 -0.189083 -0.065664  0.419488
 -0.131584 -0.193606 -0.068146  0.420408
 -0.143829 -0.197885 -0.070498  0.421328
 -0.155758 -0.201894 -0.072695  0.422248
 -0.167369 -0.205605 -0.074711  0.423168
 -0.178662 -0.208998 -0.076521  0.424088
 -0.189636 -0.212052 -0.078106  0.425007
 -0.200293 -0.214750 -0.079447  0.425927
 -0.210634 -0.217079 -0.080530  0.426847
 -0.220663 -0.219030 -0.081344  0.427767
 -0.230385 -0.220597 -0.081880  0.428687
 -0.239806 -0.221779 -0.082134  0.429607
 -0.248934 -0.222579 -0.082108  0.430527
 -0.257776 -0.223002 -0.081803  0.431447
 -0.266343 -0.223061 -0.081230  0.432367
 -0.274645 -0.222771 -0.080398  0.433287
 -0.282696 -0.222150 -0.079325  0.434207
 -0.290509 -0.221222 -0.078029  0.435127
 -0.298097 -0.220014 -0.076532  0.436047
 -0.305476 -0.218555 -0.074862  0.436967
 -0.312662 -0.216878 -0.073046  0.437886
 -0.319672 -0.215018 -0.071117  0.438806
 -0.326522 -0.213013 -0.069106  0.439726
 -0.333229 -0.210902 -0.067050  0.440646
 -0.339812 -0.208724 -0.064985  0.441566
 -0.346286 -0.206522 -0.062947  0.442486
 -0.352670 -0.204334 -0.060974  0.443406
 -0.358981 -0.202203 -0.059104  0.444326
 -0.365234 -0.200168 -0.057372  0.445246
 -0.371445 -0.198267 -0.055813  0.446166
 -0.377630 -0.196535 -0.054460  0.447086
 -0.383801 -0.195007 -0.053345  0.448006
 -0.389971 -0.193712 -0.052497  0.448926
 -0.396153 -0.192680 -0.051939  0.449846
 -0.402356 -0.191932 -0.051695  0.450765
 -0.408589 -0.191489 -0.051782  0.451685
 -0.414860 -0.191366 -0.052213  0.452605
 -0.421174 -0.191574 -0.052999  0.453525
 -0.427536 -0.192118 -0.054145  0.454445
 -0.433949 -0.192999 -0.055650  0.455365
 -0.440414 -0.194213 -0.057511  0.456285
 -0.446932 -0.195752 -0.059718  0.457205
 -0.453500 -0.197602 -0.062258  0.458125
 -0.460116 -0.199745 -0.065112  0.459045
 -0.466776 -0.202159 -0.068258  0.459965
 -0.473476 -0.204815 -0.071670  0.460885
 -0.480209 -0.207685 -0.075316  0.461805
 -0.486969 -0.210735 -0.079163  0.462725
 -0.493749 -0.213927 -0.083173  0.463645
 -0.500540 -0.217222 -0.087308  0.464564
 -0.507336 -0.220580 -0.091527  0.465484
 -0.514128 -0.223957 -0.095784  0.466404
 -0.520908 -0.227311 -0.100038  0.467324
 -0.527670 -0.230599 -0.104242  0.468244
 -0.534407 -0.233777 -0.108354  0.469164
 -0.541112 -0.236804 -0.112328  0.470084
 -0.547780 -0.239640 -0.116124  0.471004
 -0.554409 -0.242247 -0.119699  0.471924
 -0.560995 -0.244589 -0.123017  0.472844
 -0.567537 -0.246636 -0.126042  0.473764
 -0.574036 -0.248358 -0.128742  0.474684
 -0.580493 -0.249733 -0.131089  0.475604
 -0.586913 -0.250740 -0.133060  0.476524
 -0.593301 -0.251366 -0.134635  0.477443
 -0.599664 -0.251601 -0.135801  0.478363
 -0.606012 -0.251441 -0.136546  0.479283
 -0.612354 -0.250887 -0.136867  0.480203
 -0.618704 -0.249947 -0.136765  0.481123
 -0.625074 -0.248631 -0.136245  0.482043
 -0.631481 -0.246956 -0.135318  0.482963
 -0.637940 -0.244945 -0.134000  0.483883
 -0.644470 -0.242624 -0.132311  0.484803
 -0.651088 -0.240023 -0.130275  0.485723
 -0.657813 -0.237177 -0.127922  0.486643
 -0.664665 -0.234124 -0.125283  0.487563
 -0.671662 -0.230904 -0.122394  0.488483
 -0.678825 -0.227560 -0.119292  0.489403
 -0.686172 -0.224137 -0.116017  0.490322
 -0.693721 -0.220679 -0.112610  0.491242
 -0.701489 -0.217232 -0.109113  0.492162
 -0.709492 -0.213842 -0.105568  0.493082
 -0.717745 -0.210552 -0.102018  0.494002
 -0.726260 -0.207406 -0.098502  0.494922
 -0.735047 -0.204444 -0.095060  0.495842
 -0.744116 -0.201702 -0.091729  0.496762
 -0.753472 -0.199215 -0.088543  0.497682
 -0.763119 -0.197013 -0.085533  0.498602
 -0.773057 -0.195122 -0.082726  0.499522
 -0.783285 -0.193561 -0.080146  0.500442
 -0.793797 -0.192346 -0.077812  0.501362
 -0.804586 -0.191489 -0.075736  0.502282
 -0.815642 -0.190992 -0.073929  0.503201
 -0.826950 -0.190855 -0.072395  0.504121
 -0.838494 -0.191071 -0.071133  0.505041
 -0.850256 -0.191628 -0.070137  0.505961
 -0.862213 -0.192507 -0.069395  0.506881
 -0.874341 -0.193685 -0.068893  0.507801
 -0.886614 -0.195136 -0.068610  0.508721
 -0.899004 -0.196825 -0.068522  0.509641
 -0.911481 -0.198716 -0.068600  0.510561
 -0.924015 -0.200770 -0.068813  0.511481
 -0.936572 -0.202944 -0.069127  0.512401
 -0.949121 -0.205191 -0.069505  0.513321
 -0.961627 -0.207467 -0.069909  0.514241
 -0.974060 -0.209723 -0.070301  0.515161
 -0.986385 -0.211913 -0.070640  0.516080
 -0.998571 -0.213988 -0.070887  0.517000
 -1.010589 -0.215904 -0.071005  0.517920
 -1.022410 -0.217617 -0.070956  0.518840
 -1.034006 -0.219088 -0.070706  0.519760
 -1.045355 -0.220278 -0.070223  0.520680
 -1.056434 -0.221156 -0.069481  0.521600
 -1.067225 -0.221692 -0.068453  0.522520
 -1.077711 -0.221865 -0.067122  0.523440
 -1.087882 -0.221656 -0.065470  0.524360
 -1.097728 -0.221054 -0.063488  0.525280
 -1.107243 -0.220052 -0.061172  0.526200
 -1.116427 -0.218652 -0.058520  0.527120
 -1.125282 -0.216860 -0.055539  0.528040
 -1.133812 -0.214688 -0.052241  0.528960
 -1.142026 -0.212155 -0.048639  0.529879
 -1.149938 -0.209285 -0.044757  0.530799
 -1.157562 -0.206108 -0.040619  0.531719
 -1.164915 -0.202657 -0.036254  0.532639
 -1.172020 -0.198971 -0.031697  0.533559
 -1.178896 -0.195092 -0.026984  0.534479
 -1.185570 -0.191064 -0.022155  0.535399
 -1.192067 -0.186936 -0.017250  0.536319
 -1.198413 -0.182754 -0.012312  0.537239
 -1.204635 -0.178570 -0.007384  0.538159
 -1.210759 -0.174431 -0.002511  0.539079
 -1.216814 -0.170386  0.002267  0.539999
 -1.222824 -0.166482  0.006907  0.540919
 -1.228814 -0.162763  0.011371  0.541839
 -1.234808 -0.159269  0.015622  0.542758
 -1.240825 -0.156038  0.019627  0.543678
 -1.246885 -0.153103  0.023359  0.544598
 -1.253003 -0.150491  0.026790  0.545518
 -1.259192 -0.148225  0.029903  0.546438
 -1.265463 -0.146322  0.032680  0.547358
 -1.271821 -0.144790  0.035114  0.548278
 -1.278271 -0.143636  0.037200  0.549198
 -1.284810 -0.142855  0.038940  0.550118
 -1.291436 -0.142440  0.040340  0.551038
 -1.298141 -0.142376  0.041413  0.551958
 -1.304914 -0.142641  0.042176  0.552878
 -1.311740 -0.143209  0.042654  0.553798
 -1.318603 -0.144047  0.042873  0.554718
 -1.325483 -0.145117  0.042866  0.555637
 -1.332356 -0.146379  0.042668  0.556557
 -1.339197 -0.147786  0.042318  0.557477
 -1.345981 -0.149291  0.041858  0.558397
 -1.352677 -0.150842  0.041331  0.559317
 -1.359258 -0.152387  0.040782  0.560237
 -1.365693 -0.153872  0.040258  0.561157
 -1.371951 -0.155244  0.039803  0.562077
 -1.378003 -0.156451  0.039462  0.562997
 -1.383819 -0.157442  0.039278  0.563917
 -1.389370 -0.158168  0.039292  0.564837
 -1.394632 -0.158585  0.039542  0.565757
 -1.399577 -0.158651  0.040064  0.566677
 -1.404186 -0.158328  0.040887  0.567597
 -1.408437 -0.157586  0.042038  0.568516
 -1.412314 -0.156398  0.043538  0.569436
 -1.415804 -0.154742  0.045404  0.570356
 -1.418897 -0.152607  0.047645  0.571276
